Months,Year,Month_Number,Ecological_State,State_Name,Environmental_Variable,Value
2003-09-01,2003,9,3,Prokaryote-dominated late-year state,SSS,31.56733
2003-10-01,2003,10,3,Prokaryote-dominated late-year state,SSS,31.88859
2003-11-01,2003,11,3,Prokaryote-dominated late-year state,SSS,32.146
2003-12-01,2003,12,3,Prokaryote-dominated late-year state,SSS,32.3822
2004-01-01,2004,1,1,Diatom-associated early-year state,SSS,32.54317
2004-02-01,2004,2,1,Diatom-associated early-year state,SSS,32.65039
2004-03-01,2004,3,1,Diatom-associated early-year state,SSS,32.66227
2004-04-01,2004,4,1,Diatom-associated early-year state,SSS,32.58536
2004-05-01,2004,5,1,Diatom-associated early-year state,SSS,32.29169
2004-06-01,2004,6,2,Mixed-prokaryote mid-year state,SSS,31.92266
2004-07-01,2004,7,2,Mixed-prokaryote mid-year state,SSS,31.63861
2004-08-01,2004,8,3,Prokaryote-dominated late-year state,SSS,31.47626
2004-09-01,2004,9,3,Prokaryote-dominated late-year state,SSS,31.62282
2004-10-01,2004,10,3,Prokaryote-dominated late-year state,SSS,31.94041
2004-11-01,2004,11,3,Prokaryote-dominated late-year state,SSS,32.20064
2004-12-01,2004,12,3,Prokaryote-dominated late-year state,SSS,32.41623
2005-01-01,2005,1,1,Diatom-associated early-year state,SSS,32.56802
2005-02-01,2005,2,1,Diatom-associated early-year state,SSS,32.66693
2005-03-01,2005,3,1,Diatom-associated early-year state,SSS,32.67717
2005-04-01,2005,4,1,Diatom-associated early-year state,SSS,32.58884
2005-05-01,2005,5,2,Mixed-prokaryote mid-year state,SSS,32.33849
2005-06-01,2005,6,2,Mixed-prokaryote mid-year state,SSS,31.97551
2005-07-01,2005,7,2,Mixed-prokaryote mid-year state,SSS,31.66777
2005-08-01,2005,8,3,Prokaryote-dominated late-year state,SSS,31.50635
2005-09-01,2005,9,3,Prokaryote-dominated late-year state,SSS,31.60373
2005-10-01,2005,10,3,Prokaryote-dominated late-year state,SSS,31.90244
2005-11-01,2005,11,3,Prokaryote-dominated late-year state,SSS,32.18135
2005-12-01,2005,12,1,Diatom-associated early-year state,SSS,32.38639
2006-01-01,2006,1,1,Diatom-associated early-year state,SSS,32.56746
2006-02-01,2006,2,1,Diatom-associated early-year state,SSS,32.67122
2006-03-01,2006,3,1,Diatom-associated early-year state,SSS,32.67604
2006-04-01,2006,4,1,Diatom-associated early-year state,SSS,32.58027
2006-05-01,2006,5,1,Diatom-associated early-year state,SSS,32.31292
2006-06-01,2006,6,2,Mixed-prokaryote mid-year state,SSS,31.98178
2006-07-01,2006,7,2,Mixed-prokaryote mid-year state,SSS,31.62271
2006-08-01,2006,8,2,Mixed-prokaryote mid-year state,SSS,31.51476
2006-09-01,2006,9,3,Prokaryote-dominated late-year state,SSS,31.6093
2006-10-01,2006,10,3,Prokaryote-dominated late-year state,SSS,31.91567
2006-11-01,2006,11,3,Prokaryote-dominated late-year state,SSS,32.19823
2006-12-01,2006,12,3,Prokaryote-dominated late-year state,SSS,32.39705
2007-01-01,2007,1,1,Diatom-associated early-year state,SSS,32.58288
2007-02-01,2007,2,1,Diatom-associated early-year state,SSS,32.67064
2007-03-01,2007,3,1,Diatom-associated early-year state,SSS,32.67501
2007-04-01,2007,4,1,Diatom-associated early-year state,SSS,32.61337
2007-05-01,2007,5,2,Mixed-prokaryote mid-year state,SSS,32.31501
2007-06-01,2007,6,2,Mixed-prokaryote mid-year state,SSS,32.0024
2007-07-01,2007,7,2,Mixed-prokaryote mid-year state,SSS,31.68085
2007-08-01,2007,8,2,Mixed-prokaryote mid-year state,SSS,31.53442
2007-09-01,2007,9,3,Prokaryote-dominated late-year state,SSS,31.61355
2007-10-01,2007,10,3,Prokaryote-dominated late-year state,SSS,31.93431
2007-11-01,2007,11,3,Prokaryote-dominated late-year state,SSS,32.18146
2007-12-01,2007,12,1,Diatom-associated early-year state,SSS,32.38774
2008-01-01,2008,1,3,Prokaryote-dominated late-year state,SSS,32.57262
2008-02-01,2008,2,1,Diatom-associated early-year state,SSS,32.6525
2008-03-01,2008,3,1,Diatom-associated early-year state,SSS,32.68032
2008-04-01,2008,4,1,Diatom-associated early-year state,SSS,32.55141
2008-05-01,2008,5,2,Mixed-prokaryote mid-year state,SSS,32.32788
2008-06-01,2008,6,2,Mixed-prokaryote mid-year state,SSS,31.94921
2008-07-01,2008,7,2,Mixed-prokaryote mid-year state,SSS,31.6737
2008-08-01,2008,8,3,Prokaryote-dominated late-year state,SSS,31.49276
2008-09-01,2008,9,3,Prokaryote-dominated late-year state,SSS,31.59743
2008-10-01,2008,10,3,Prokaryote-dominated late-year state,SSS,31.91862
2008-11-01,2008,11,3,Prokaryote-dominated late-year state,SSS,32.15402
2008-12-01,2008,12,1,Diatom-associated early-year state,SSS,32.4073
2009-01-01,2009,1,1,Diatom-associated early-year state,SSS,32.5541
2009-02-01,2009,2,1,Diatom-associated early-year state,SSS,32.6598
2009-03-01,2009,3,1,Diatom-associated early-year state,SSS,32.67359
2009-04-01,2009,4,1,Diatom-associated early-year state,SSS,32.56193
2009-05-01,2009,5,2,Mixed-prokaryote mid-year state,SSS,32.31105
2009-06-01,2009,6,2,Mixed-prokaryote mid-year state,SSS,31.99682
2009-07-01,2009,7,2,Mixed-prokaryote mid-year state,SSS,31.58459
2009-08-01,2009,8,2,Mixed-prokaryote mid-year state,SSS,31.42508
2009-09-01,2009,9,3,Prokaryote-dominated late-year state,SSS,31.59405
2009-10-01,2009,10,3,Prokaryote-dominated late-year state,SSS,31.88766
2009-11-01,2009,11,3,Prokaryote-dominated late-year state,SSS,32.17666
2009-12-01,2009,12,1,Diatom-associated early-year state,SSS,32.40301
2010-01-01,2010,1,1,Diatom-associated early-year state,SSS,32.56844
2010-02-01,2010,2,1,Diatom-associated early-year state,SSS,32.66602
2010-03-01,2010,3,1,Diatom-associated early-year state,SSS,32.69419
2010-04-01,2010,4,1,Diatom-associated early-year state,SSS,32.64836
2010-05-01,2010,5,1,Diatom-associated early-year state,SSS,32.36586
2010-06-01,2010,6,2,Mixed-prokaryote mid-year state,SSS,31.95698
2010-07-01,2010,7,2,Mixed-prokaryote mid-year state,SSS,31.63332
2010-08-01,2010,8,2,Mixed-prokaryote mid-year state,SSS,31.5333
2010-09-01,2010,9,3,Prokaryote-dominated late-year state,SSS,31.68244
2010-10-01,2010,10,3,Prokaryote-dominated late-year state,SSS,31.88478
2010-11-01,2010,11,3,Prokaryote-dominated late-year state,SSS,32.18362
2010-12-01,2010,12,3,Prokaryote-dominated late-year state,SSS,32.41536
2011-01-01,2011,1,1,Diatom-associated early-year state,SSS,32.56516
2011-02-01,2011,2,1,Diatom-associated early-year state,SSS,32.66889
2011-03-01,2011,3,1,Diatom-associated early-year state,SSS,32.6614
2011-04-01,2011,4,1,Diatom-associated early-year state,SSS,32.60658
2011-05-01,2011,5,2,Mixed-prokaryote mid-year state,SSS,32.31359
2011-06-01,2011,6,2,Mixed-prokaryote mid-year state,SSS,31.91584
2011-07-01,2011,7,2,Mixed-prokaryote mid-year state,SSS,31.4318
2011-08-01,2011,8,2,Mixed-prokaryote mid-year state,SSS,31.47265
2011-09-01,2011,9,3,Prokaryote-dominated late-year state,SSS,31.70886
2011-10-01,2011,10,3,Prokaryote-dominated late-year state,SSS,32.03296
2011-11-01,2011,11,3,Prokaryote-dominated late-year state,SSS,32.18117
2011-12-01,2011,12,1,Diatom-associated early-year state,SSS,32.3735
2012-01-01,2012,1,1,Diatom-associated early-year state,SSS,32.56332
2012-02-01,2012,2,3,Prokaryote-dominated late-year state,SSS,32.6609
2012-03-01,2012,3,3,Prokaryote-dominated late-year state,SSS,32.67755
2012-04-01,2012,4,1,Diatom-associated early-year state,SSS,32.48924
2012-05-01,2012,5,1,Diatom-associated early-year state,SSS,32.31433
2012-06-01,2012,6,2,Mixed-prokaryote mid-year state,SSS,31.95987
2012-07-01,2012,7,2,Mixed-prokaryote mid-year state,SSS,31.49327
2012-08-01,2012,8,2,Mixed-prokaryote mid-year state,SSS,31.42534
2012-09-01,2012,9,3,Prokaryote-dominated late-year state,SSS,31.60948
2012-10-01,2012,10,3,Prokaryote-dominated late-year state,SSS,31.88247
2012-11-01,2012,11,3,Prokaryote-dominated late-year state,SSS,32.15796
2012-12-01,2012,12,3,Prokaryote-dominated late-year state,SSS,32.37355
2013-01-01,2013,1,1,Diatom-associated early-year state,SSS,32.54625
2013-02-01,2013,2,3,Prokaryote-dominated late-year state,SSS,32.51694
2013-03-01,2013,3,3,Prokaryote-dominated late-year state,SSS,32.6809
2013-04-01,2013,4,1,Diatom-associated early-year state,SSS,32.54106
2013-05-01,2013,5,1,Diatom-associated early-year state,SSS,32.27205
2013-06-01,2013,6,2,Mixed-prokaryote mid-year state,SSS,31.88635
2013-07-01,2013,7,2,Mixed-prokaryote mid-year state,SSS,31.53158
2013-08-01,2013,8,2,Mixed-prokaryote mid-year state,SSS,31.29611
2013-09-01,2013,9,3,Prokaryote-dominated late-year state,SSS,31.44139
2013-10-01,2013,10,3,Prokaryote-dominated late-year state,SSS,31.97758
2013-11-01,2013,11,3,Prokaryote-dominated late-year state,SSS,32.17886
2013-12-01,2013,12,3,Prokaryote-dominated late-year state,SSS,32.39284
2014-01-01,2014,1,3,Prokaryote-dominated late-year state,SSS,32.58432
2014-02-01,2014,2,3,Prokaryote-dominated late-year state,SSS,32.65193
2014-03-01,2014,3,3,Prokaryote-dominated late-year state,SSS,32.69115
2014-04-01,2014,4,1,Diatom-associated early-year state,SSS,32.48189
2014-05-01,2014,5,1,Diatom-associated early-year state,SSS,32.26253
2014-06-01,2014,6,2,Mixed-prokaryote mid-year state,SSS,31.8717
2014-07-01,2014,7,2,Mixed-prokaryote mid-year state,SSS,31.4401
2014-08-01,2014,8,2,Mixed-prokaryote mid-year state,SSS,31.44185
2014-09-01,2014,9,2,Mixed-prokaryote mid-year state,SSS,31.49209
2014-10-01,2014,10,3,Prokaryote-dominated late-year state,SSS,31.92996
2014-11-01,2014,11,3,Prokaryote-dominated late-year state,SSS,32.16928
2014-12-01,2014,12,3,Prokaryote-dominated late-year state,SSS,32.40302
2015-01-01,2015,1,3,Prokaryote-dominated late-year state,SSS,32.53914
2015-02-01,2015,2,3,Prokaryote-dominated late-year state,SSS,32.57518
2015-03-01,2015,3,3,Prokaryote-dominated late-year state,SSS,32.61991
2015-04-01,2015,4,1,Diatom-associated early-year state,SSS,32.30037
2015-05-01,2015,5,2,Mixed-prokaryote mid-year state,SSS,32.06801
2015-06-01,2015,6,2,Mixed-prokaryote mid-year state,SSS,31.62811
2015-07-01,2015,7,2,Mixed-prokaryote mid-year state,SSS,31.35855
2015-08-01,2015,8,2,Mixed-prokaryote mid-year state,SSS,31.30486
2015-09-01,2015,9,3,Prokaryote-dominated late-year state,SSS,31.41575
2015-10-01,2015,10,3,Prokaryote-dominated late-year state,SSS,31.84531
2015-11-01,2015,11,3,Prokaryote-dominated late-year state,SSS,32.15792
2015-12-01,2015,12,3,Prokaryote-dominated late-year state,SSS,32.43814
2016-01-01,2016,1,3,Prokaryote-dominated late-year state,SSS,32.60036
2016-02-01,2016,2,3,Prokaryote-dominated late-year state,SSS,32.62928
2016-03-01,2016,3,3,Prokaryote-dominated late-year state,SSS,32.59669
2016-04-01,2016,4,3,Prokaryote-dominated late-year state,SSS,32.39744
2016-05-01,2016,5,1,Diatom-associated early-year state,SSS,32.10969
2016-06-01,2016,6,2,Mixed-prokaryote mid-year state,SSS,31.48161
2016-07-01,2016,7,2,Mixed-prokaryote mid-year state,SSS,30.92978
2016-08-01,2016,8,2,Mixed-prokaryote mid-year state,SSS,31.06455
2016-09-01,2016,9,2,Mixed-prokaryote mid-year state,SSS,31.3941
2016-10-01,2016,10,3,Prokaryote-dominated late-year state,SSS,31.82677
2016-11-01,2016,11,2,Mixed-prokaryote mid-year state,SSS,32.15894
2016-12-01,2016,12,1,Diatom-associated early-year state,SSS,32.50808
2017-01-01,2017,1,1,Diatom-associated early-year state,SSS,32.78485
2017-02-01,2017,2,1,Diatom-associated early-year state,SSS,32.83481
2017-03-01,2017,3,1,Diatom-associated early-year state,SSS,32.71563
2017-04-01,2017,4,1,Diatom-associated early-year state,SSS,32.48752
2017-05-01,2017,5,3,Prokaryote-dominated late-year state,SSS,32.07663
2017-06-01,2017,6,2,Mixed-prokaryote mid-year state,SSS,31.79012
2017-07-01,2017,7,2,Mixed-prokaryote mid-year state,SSS,31.09062
2017-08-01,2017,8,2,Mixed-prokaryote mid-year state,SSS,31.2753
2017-09-01,2017,9,3,Prokaryote-dominated late-year state,SSS,31.36241
2017-10-01,2017,10,2,Mixed-prokaryote mid-year state,SSS,31.73528
2017-11-01,2017,11,2,Mixed-prokaryote mid-year state,SSS,32.0859
2017-12-01,2017,12,1,Diatom-associated early-year state,SSS,32.44881
2018-01-01,2018,1,1,Diatom-associated early-year state,SSS,32.71786
2018-02-01,2018,2,1,Diatom-associated early-year state,SSS,32.64477
2018-03-01,2018,3,1,Diatom-associated early-year state,SSS,32.53083
2018-04-01,2018,4,3,Prokaryote-dominated late-year state,SSS,32.49966
2018-05-01,2018,5,3,Prokaryote-dominated late-year state,SSS,32.02203
2018-06-01,2018,6,2,Mixed-prokaryote mid-year state,SSS,31.81951
2018-07-01,2018,7,2,Mixed-prokaryote mid-year state,SSS,31.47992
2018-08-01,2018,8,2,Mixed-prokaryote mid-year state,SSS,31.42914
2018-09-01,2018,9,3,Prokaryote-dominated late-year state,SSS,31.4808
2018-10-01,2018,10,3,Prokaryote-dominated late-year state,SSS,31.95915
2018-11-01,2018,11,2,Mixed-prokaryote mid-year state,SSS,32.19113
2018-12-01,2018,12,1,Diatom-associated early-year state,SSS,32.43575
2019-01-01,2019,1,1,Diatom-associated early-year state,SSS,32.55126
2019-02-01,2019,2,1,Diatom-associated early-year state,SSS,32.63404
2019-03-01,2019,3,1,Diatom-associated early-year state,SSS,32.66556
2019-04-01,2019,4,1,Diatom-associated early-year state,SSS,32.42841
2019-05-01,2019,5,3,Prokaryote-dominated late-year state,SSS,32.11206
2019-06-01,2019,6,2,Mixed-prokaryote mid-year state,SSS,31.79374
2019-07-01,2019,7,2,Mixed-prokaryote mid-year state,SSS,31.47675
2019-08-01,2019,8,3,Prokaryote-dominated late-year state,SSS,31.23234
2019-09-01,2019,9,3,Prokaryote-dominated late-year state,SSS,31.44908
2019-10-01,2019,10,3,Prokaryote-dominated late-year state,SSS,31.74935
2019-11-01,2019,11,3,Prokaryote-dominated late-year state,SSS,32.12033
2019-12-01,2019,12,1,Diatom-associated early-year state,SSS,32.49611
2020-01-01,2020,1,1,Diatom-associated early-year state,SSS,32.68783
2020-02-01,2020,2,1,Diatom-associated early-year state,SSS,32.83029
2020-03-01,2020,3,1,Diatom-associated early-year state,SSS,32.73606
2020-04-01,2020,4,3,Prokaryote-dominated late-year state,SSS,32.61213
2020-05-01,2020,5,2,Mixed-prokaryote mid-year state,SSS,32.24253
2020-06-01,2020,6,3,Prokaryote-dominated late-year state,SSS,31.87049
2020-07-01,2020,7,2,Mixed-prokaryote mid-year state,SSS,31.38676
2020-08-01,2020,8,2,Mixed-prokaryote mid-year state,SSS,31.30482
2020-09-01,2020,9,3,Prokaryote-dominated late-year state,SSS,31.49327
2020-10-01,2020,10,3,Prokaryote-dominated late-year state,SSS,31.94177
2020-11-01,2020,11,2,Mixed-prokaryote mid-year state,SSS,32.07577
2020-12-01,2020,12,1,Diatom-associated early-year state,SSS,32.45898
2021-01-01,2021,1,1,Diatom-associated early-year state,SSS,32.62071
2021-02-01,2021,2,1,Diatom-associated early-year state,SSS,32.63594
2021-03-01,2021,3,1,Diatom-associated early-year state,SSS,32.64798
2021-04-01,2021,4,3,Prokaryote-dominated late-year state,SSS,32.47428
2021-05-01,2021,5,3,Prokaryote-dominated late-year state,SSS,32.11223
2021-06-01,2021,6,2,Mixed-prokaryote mid-year state,SSS,31.64684
2021-07-01,2021,7,2,Mixed-prokaryote mid-year state,SSS,31.37255
2021-08-01,2021,8,3,Prokaryote-dominated late-year state,SSS,31.01357
2021-09-01,2021,9,3,Prokaryote-dominated late-year state,SSS,31.16697
2021-10-01,2021,10,3,Prokaryote-dominated late-year state,SSS,31.77347
2021-11-01,2021,11,2,Mixed-prokaryote mid-year state,SSS,31.97965
2021-12-01,2021,12,1,Diatom-associated early-year state,SSS,32.3418
2022-01-01,2022,1,1,Diatom-associated early-year state,SSS,32.42841
2022-02-01,2022,2,1,Diatom-associated early-year state,SSS,32.59806
2022-03-01,2022,3,3,Prokaryote-dominated late-year state,SSS,32.53326
2022-04-01,2022,4,3,Prokaryote-dominated late-year state,SSS,32.24624
2022-05-01,2022,5,3,Prokaryote-dominated late-year state,SSS,31.5627
2022-06-01,2022,6,2,Mixed-prokaryote mid-year state,SSS,31.21168
2022-07-01,2022,7,2,Mixed-prokaryote mid-year state,SSS,30.77983
2022-08-01,2022,8,3,Prokaryote-dominated late-year state,SSS,31.15098
2022-09-01,2022,9,3,Prokaryote-dominated late-year state,SSS,31.43904
2022-10-01,2022,10,3,Prokaryote-dominated late-year state,SSS,31.59851
2022-11-01,2022,11,2,Mixed-prokaryote mid-year state,SSS,31.83529
2022-12-01,2022,12,1,Diatom-associated early-year state,SSS,32.20572
2003-01-01,2003,1,1,Diatom-associated early-year state,SSH,0.1942705
2003-02-01,2003,2,1,Diatom-associated early-year state,SSH,0.234562
2003-03-01,2003,3,1,Diatom-associated early-year state,SSH,0.1915937
2003-04-01,2003,4,1,Diatom-associated early-year state,SSH,0.1350424
2003-05-01,2003,5,2,Mixed-prokaryote mid-year state,SSH,0.2281191
2003-06-01,2003,6,2,Mixed-prokaryote mid-year state,SSH,0.2159175
2003-07-01,2003,7,2,Mixed-prokaryote mid-year state,SSH,0.2527651
2003-08-01,2003,8,3,Prokaryote-dominated late-year state,SSH,0.3014184
2003-09-01,2003,9,3,Prokaryote-dominated late-year state,SSH,0.3381976
2003-10-01,2003,10,3,Prokaryote-dominated late-year state,SSH,0.3535486
2003-11-01,2003,11,3,Prokaryote-dominated late-year state,SSH,0.3094546
2003-12-01,2003,12,3,Prokaryote-dominated late-year state,SSH,0.1997933
2004-01-01,2004,1,1,Diatom-associated early-year state,SSH,0.2006977
2004-02-01,2004,2,1,Diatom-associated early-year state,SSH,0.1383744
2004-03-01,2004,3,1,Diatom-associated early-year state,SSH,0.1673723
2004-04-01,2004,4,1,Diatom-associated early-year state,SSH,0.1543983
2004-05-01,2004,5,1,Diatom-associated early-year state,SSH,0.2026526
2004-06-01,2004,6,2,Mixed-prokaryote mid-year state,SSH,0.2117204
2004-07-01,2004,7,2,Mixed-prokaryote mid-year state,SSH,0.3046883
2004-08-01,2004,8,3,Prokaryote-dominated late-year state,SSH,0.3600362
2004-09-01,2004,9,3,Prokaryote-dominated late-year state,SSH,0.345729
2004-10-01,2004,10,3,Prokaryote-dominated late-year state,SSH,0.3262095
2004-11-01,2004,11,3,Prokaryote-dominated late-year state,SSH,0.2840581
2004-12-01,2004,12,3,Prokaryote-dominated late-year state,SSH,0.2969101
2005-01-01,2005,1,1,Diatom-associated early-year state,SSH,0.2318924
2005-02-01,2005,2,1,Diatom-associated early-year state,SSH,0.2228227
2005-03-01,2005,3,1,Diatom-associated early-year state,SSH,0.1302211
2005-04-01,2005,4,1,Diatom-associated early-year state,SSH,0.1494421
2005-05-01,2005,5,2,Mixed-prokaryote mid-year state,SSH,0.1730454
2005-06-01,2005,6,2,Mixed-prokaryote mid-year state,SSH,0.1820762
2005-07-01,2005,7,2,Mixed-prokaryote mid-year state,SSH,0.2218496
2005-08-01,2005,8,3,Prokaryote-dominated late-year state,SSH,0.3075328
2005-09-01,2005,9,3,Prokaryote-dominated late-year state,SSH,0.3370972
2005-10-01,2005,10,3,Prokaryote-dominated late-year state,SSH,0.2754064
2005-11-01,2005,11,3,Prokaryote-dominated late-year state,SSH,0.305071
2005-12-01,2005,12,1,Diatom-associated early-year state,SSH,0.2334034
2006-01-01,2006,1,1,Diatom-associated early-year state,SSH,0.2773191
2006-02-01,2006,2,1,Diatom-associated early-year state,SSH,0.1571238
2006-03-01,2006,3,1,Diatom-associated early-year state,SSH,0.1175928
2006-04-01,2006,4,1,Diatom-associated early-year state,SSH,0.164509
2006-05-01,2006,5,1,Diatom-associated early-year state,SSH,0.1871949
2006-06-01,2006,6,2,Mixed-prokaryote mid-year state,SSH,0.1970306
2006-07-01,2006,7,2,Mixed-prokaryote mid-year state,SSH,0.2448569
2006-08-01,2006,8,2,Mixed-prokaryote mid-year state,SSH,0.3451092
2006-09-01,2006,9,3,Prokaryote-dominated late-year state,SSH,0.3204224
2006-10-01,2006,10,3,Prokaryote-dominated late-year state,SSH,0.3278981
2006-11-01,2006,11,3,Prokaryote-dominated late-year state,SSH,0.2564802
2006-12-01,2006,12,3,Prokaryote-dominated late-year state,SSH,0.2438219
2007-01-01,2007,1,1,Diatom-associated early-year state,SSH,0.2147105
